window,actor,concept,wn_western,wn_iran,wn_diff
climax_w2,USA,military_action,4.4368,1.0182,-3.4186
climax_w2,IRAN,nuclear_program,4.2754,0.9455,-3.3299
climax_w2,IRAN,military_action,6.8298,3.5091,-3.3207
climax_w1,IRAN,nuclear_program,4.0519,1.1176,-2.9343
climax_w2,TRUMP,military_action,2.9895,0.1091,-2.8804
buildup_jun1,IRAN,military_action,3.2278,0.36,-2.8678
climax_w1,IRAN,military_action,6.3228,4.0,-2.3228
buildup_may,TRUMP,diplomacy,2.2754,0.25,-2.0254
buildup_jun1,ISRAEL,military_action,2.1772,0.2,-1.9772
aftermath_jun-jul,TRUMP,military_action,2.0645,0.0968,-1.9677
buildup_apr,IRAN,nuclear_program,4.7322,2.8594,-1.8728
climax_w1,USA,military_action,2.2738,0.4235,-1.8503
climax_w1,TRUMP,military_action,1.7983,0.0118,-1.7865
buildup_jun1,TRUMP,diplomacy,1.7975,0.04,-1.7575
aftermath_jun-jul,IRAN,nuclear_program,4.0161,2.2765,-1.7396
aftermath_jun-jul,IRAN,military_action,4.7563,3.0369,-1.7194
climax_w1,ISRAEL,military_action,5.6945,4.0353,-1.6592
aftermath_aug,IRAN,nuclear_program,3.7276,2.1071,-1.6205
climax_w2,USA,nuclear_program,2.1474,0.5455,-1.6019
buildup_jun1,TRUMP,military_action,1.6582,0.06,-1.5982
buildup_mar,TRUMP,diplomacy,3.1795,1.6061,-1.5734
buildup_apr,IRAN,military_action,2.4918,0.9219,-1.5699
climax_w1,ISRAEL,nuclear_program,2.2334,0.7765,-1.4569
climax_w2,TRUMP,nuclear_program,1.5018,0.0545,-1.4473
buildup_mar,TRUMP,nuclear_program,1.6795,0.2424,-1.4371
buildup_apr,TRUMP,diplomacy,2.1093,0.7031,-1.4062
buildup_mar,TRUMP,military_action,1.5641,0.2424,-1.3217
aftermath_jun-jul,USA,military_action,2.9892,1.6728,-1.3164
buildup_may,TRUMP,nuclear_program,1.4493,0.1333,-1.316
buildup_mar,IRAN,military_action,2.1282,0.8182,-1.31
buildup_may,IRAN,military_action,1.5797,0.3333,-1.2464
buildup_apr,TRUMP,nuclear_program,1.5191,0.2969,-1.2222
aftermath_aug,IRAN,diplomacy,3.0655,1.881,-1.1845
buildup_may,IRAN,nuclear_program,4.1377,2.9833,-1.1544
buildup_apr,USA,military_action,1.5519,0.4062,-1.1457
buildup_may,TRUMP,military_action,1.1232,0.0167,-1.1065
buildup_apr,TRUMP,military_action,1.4262,0.3281,-1.0981
climax_w1,IRAN,diplomacy,1.3746,0.2941,-1.0805
buildup_jun1,USA,military_action,1.1646,0.1,-1.0646
climax_w1,USA,nuclear_program,1.1124,0.0588,-1.0536
aftermath_jun-jul,TRUMP,nuclear_program,1.1129,0.0829,-1.03
climax_w1,TRUMP,diplomacy,1.0029,0.0,-1.0029
climax_w2,IRAN,deterrence,1.2526,0.2545,-0.9981
buildup_jun1,UKRAINE,military_action,0.9873,0.0,-0.9873
climax_w1,TRUMP,nuclear_program,0.9798,0.0,-0.9798
buildup_apr,ISRAEL,military_action,1.1749,0.2031,-0.9718
buildup_jun1,TRUMP,nuclear_program,1.1139,0.18,-0.9339
buildup_mar,HOUTHIS,military_action,0.8974,0.0,-0.8974
climax_w2,ISRAEL,nuclear_program,1.3509,0.4545,-0.8964
buildup_mar,IRAN,nuclear_program,3.5128,2.6364,-0.8764
aftermath_aug,ISRAEL,military_action,2.0414,1.1667,-0.8747
buildup_jun1,IRAN,nuclear_program,4.4937,3.62,-0.8737
buildup_may,ISRAEL,military_action,1.0652,0.2167,-0.8485
aftermath_jun-jul,TRUMP,diplomacy,0.9301,0.0876,-0.8425
buildup_mar,USA,military_action,1.2692,0.4545,-0.8147
climax_w2,IRAN,diplomacy,1.2491,0.4364,-0.8127
aftermath_jun-jul,USA,nuclear_program,1.8495,1.0922,-0.7573
climax_w2,TRUMP,diplomacy,0.7702,0.0182,-0.752
climax_w2,USA,deterrence,0.8368,0.0909,-0.7459
buildup_jun1,RUSSIA,military_action,0.7342,0.0,-0.7342
buildup_may,USA,military_action,0.8406,0.1333,-0.7073
climax_w2,TRUMP,strike_claims,0.707,0.0182,-0.6888
buildup_mar,USA,nuclear_program,1.3205,0.6364,-0.6841
buildup_apr,USA,nuclear_program,1.7104,1.0469,-0.6635
buildup_apr,TRUMP,deterrence,0.8634,0.2344,-0.629
buildup_jun1,ISRAEL,nuclear_program,0.8987,0.28,-0.6187
climax_w1,NETANYAHU,military_action,0.6138,0.0118,-0.602
aftermath_jun-jul,TRUMP,strike_claims,0.6559,0.0737,-0.5822
climax_w2,IRAN,strike_claims,1.1579,0.6,-0.5579
buildup_jun1,PUTIN,military_action,0.557,0.0,-0.557
buildup_jun1,NETANYAHU,military_action,0.557,0.0,-0.557
aftermath_aug,IRAN,military_action,2.3759,1.8452,-0.5307
buildup_apr,HOUTHIS,military_action,0.5191,0.0,-0.5191
buildup_apr,IRAN,diplomacy,3.847,3.3281,-0.5189
climax_w2,USA,diplomacy,0.6386,0.1273,-0.5113
buildup_may,TRUMP,deterrence,0.5,0.0,-0.5
buildup_may,USA,nuclear_program,1.5797,1.0833,-0.4964
climax_w1,USA,diplomacy,0.6369,0.1529,-0.484
aftermath_aug,UK,diplomacy,0.7379,0.2619,-0.476
buildup_jun1,ISRAEL,diplomacy,0.557,0.1,-0.457
climax_w2,TRUMP,deterrence,0.4737,0.0182,-0.4555
buildup_apr,WITKOFF,nuclear_program,0.4699,0.0312,-0.4387
climax_w1,ISRAEL,diplomacy,0.7089,0.2706,-0.4383
buildup_mar,TRUMP,deterrence,0.6795,0.2424,-0.4371
buildup_apr,OBAMA,diplomacy,0.4262,0.0,-0.4262
buildup_mar,ISRAEL,military_action,0.7564,0.3333,-0.4231
buildup_mar,YEMEN,military_action,0.5128,0.0909,-0.4219
buildup_apr,WITKOFF,diplomacy,0.4481,0.0312,-0.4169
climax_w1,TRUMP,deterrence,0.415,0.0,-0.415
buildup_jun1,RUSSIA,diplomacy,0.4937,0.08,-0.4137
climax_w2,ISRAEL,military_action,3.1368,2.7273,-0.4095
climax_w2,USA,strike_claims,0.6982,0.2909,-0.4073
aftermath_aug,FRANCE,diplomacy,0.6276,0.2262,-0.4014
buildup_may,NETANYAHU,military_action,0.3986,0.0,-0.3986
climax_w1,USA,deterrence,0.4207,0.0353,-0.3854
buildup_mar,UKRAINE,diplomacy,0.3846,0.0,-0.3846
climax_w1,IRAN,deterrence,1.0548,0.6706,-0.3842
buildup_may,HOUTHIS,military_action,0.3841,0.0,-0.3841
buildup_jun1,UKRAINE,diplomacy,0.3797,0.0,-0.3797
buildup_apr,ISRAEL,nuclear_program,0.6448,0.2656,-0.3792
buildup_jun1,PUTIN,diplomacy,0.3924,0.02,-0.3724
aftermath_aug,GERMANY,diplomacy,0.6241,0.2619,-0.3622
aftermath_aug,TRUMP,diplomacy,0.4069,0.0476,-0.3593
buildup_apr,ISRAEL,diplomacy,0.4973,0.1406,-0.3567
buildup_mar,RUSSIA,diplomacy,0.8718,0.5152,-0.3566
buildup_may,SYRIA,diplomacy,0.3551,0.0,-0.3551
aftermath_aug,GERMANY,nuclear_program,0.3897,0.0357,-0.354
climax_w1,NETANYAHU,nuclear_program,0.3487,0.0,-0.3487
aftermath_aug,FRANCE,nuclear_program,0.3793,0.0357,-0.3436
aftermath_aug,TRUMP,military_action,0.4586,0.119,-0.3396
aftermath_aug,EU,nuclear_program,0.469,0.131,-0.338
buildup_apr,YEMEN,military_action,0.3333,0.0,-0.3333
aftermath_aug,UK,nuclear_program,0.4172,0.0952,-0.322
buildup_jun1,TRUMP,deterrence,0.3418,0.02,-0.3218
buildup_may,USA,deterrence,0.4203,0.1,-0.3203
buildup_may,RUSSIA,diplomacy,0.3188,0.0,-0.3188
buildup_apr,RUSSIA,diplomacy,0.3934,0.0781,-0.3153
climax_w1,USA,strike_claims,0.3372,0.0235,-0.3137
aftermath_aug,RUSSIA,diplomacy,0.4172,0.1071,-0.3101
climax_w2,US_CONGRESS,military_action,0.3053,0.0,-0.3053
buildup_mar,PEZESHKIAN,diplomacy,0.4231,0.1212,-0.3019
buildup_apr,UKRAINE,diplomacy,0.3115,0.0156,-0.2959
buildup_mar,GAZA,diplomacy,0.2949,0.0,-0.2949
buildup_jun1,OBAMA,diplomacy,0.2911,0.0,-0.2911
buildup_may,UKRAINE,diplomacy,0.2899,0.0,-0.2899
buildup_may,ISRAEL,nuclear_program,0.4565,0.1667,-0.2898
climax_w2,ISRAEL,diplomacy,0.5947,0.3091,-0.2856
aftermath_jun-jul,NETANYAHU,military_action,0.3029,0.023,-0.2799
climax_w1,TRUMP,strike_claims,0.2795,0.0,-0.2795
buildup_mar,ISRAEL,diplomacy,0.3077,0.0303,-0.2774
climax_w2,DEMOCRATS,military_action,0.2719,0.0,-0.2719
climax_w1,ISRAEL,deterrence,0.8069,0.5412,-0.2657
aftermath_jun-jul,TRUMP,deterrence,0.3065,0.0461,-0.2604
buildup_mar,KHAMENEI,nuclear_program,0.3205,0.0606,-0.2599
aftermath_aug,GROSSI,nuclear_program,0.2828,0.0238,-0.259
buildup_may,WITKOFF,nuclear_program,0.3551,0.1,-0.2551
climax_w2,NETANYAHU,military_action,0.2702,0.0182,-0.252
buildup_may,ISRAEL,diplomacy,0.413,0.1667,-0.2463
aftermath_aug,USA,nuclear_program,1.1621,0.9167,-0.2454
buildup_mar,WITKOFF,diplomacy,0.2436,0.0,-0.2436
aftermath_aug,CHINA,diplomacy,0.2793,0.0357,-0.2436
aftermath_aug,GAZA,military_action,0.3,0.0595,-0.2405
climax_w2,ISRAEL,deterrence,0.4579,0.2182,-0.2397
buildup_may,YEMEN,military_action,0.2391,0.0,-0.2391
climax_w2,REPUBLICANS,military_action,0.2368,0.0,-0.2368
buildup_jun1,GAZA,military_action,0.2278,0.0,-0.2278
buildup_jun1,NETANYAHU,nuclear_program,0.2278,0.0,-0.2278
aftermath_aug,TRUMP,nuclear_program,0.2966,0.0714,-0.2252
buildup_jun1,NETANYAHU,diplomacy,0.2405,0.02,-0.2205
aftermath_aug,IRAN,deterrence,0.6931,0.4762,-0.2169
buildup_apr,ISRAEL,strike_claims,0.2568,0.0469,-0.2099
buildup_may,WITKOFF,diplomacy,0.3261,0.1167,-0.2094
buildup_apr,OBAMA,nuclear_program,0.2077,0.0,-0.2077
buildup_jun1,WITKOFF,diplomacy,0.2658,0.06,-0.2058
buildup_mar,UKRAINE,military_action,0.2051,0.0,-0.2051
buildup_mar,HAMAS,military_action,0.2051,0.0,-0.2051
aftermath_jun-jul,HEGSETH,military_action,0.2043,0.0,-0.2043
climax_w2,IRAQ,military_action,0.1982,0.0,-0.1982
buildup_apr,KHAMENEI,diplomacy,0.2131,0.0156,-0.1975
buildup_may,IRAN,deterrence,0.7971,0.6,-0.1971
buildup_may,OBAMA,diplomacy,0.1957,0.0,-0.1957
aftermath_aug,RUSSIA,nuclear_program,0.2172,0.0238,-0.1934
buildup_mar,GAZA,military_action,0.1923,0.0,-0.1923
buildup_mar,KHAMENEI,military_action,0.1923,0.0,-0.1923
buildup_apr,NETANYAHU,nuclear_program,0.1913,0.0,-0.1913
aftermath_jun-jul,ISRAEL,diplomacy,0.7419,0.553,-0.1889
buildup_apr,GAZA,military_action,0.1858,0.0,-0.1858
aftermath_aug,EU,diplomacy,0.8759,0.6905,-0.1854
buildup_jun1,USA,nuclear_program,1.5443,1.36,-0.1843
buildup_may,SAUDI_ARABIA,nuclear_program,0.1812,0.0,-0.1812
buildup_apr,USA,deterrence,0.6339,0.4531,-0.1808
buildup_mar,PUTIN,diplomacy,0.1795,0.0,-0.1795
buildup_may,NETANYAHU,nuclear_program,0.1957,0.0167,-0.179
buildup_apr,IRAN,strike_claims,0.3661,0.1875,-0.1786
buildup_apr,USA,strike_claims,0.1749,0.0,-0.1749
buildup_apr,CHINA,deterrence,0.1749,0.0,-0.1749
buildup_may,IRAN,diplomacy,3.0725,2.9,-0.1725
buildup_may,OBAMA,nuclear_program,0.1667,0.0,-0.1667
buildup_mar,KHAMENEI,diplomacy,0.5897,0.4242,-0.1655
aftermath_jun-jul,NETANYAHU,diplomacy,0.1792,0.0138,-0.1654
buildup_apr,HAMAS,military_action,0.1639,0.0,-0.1639
buildup_mar,RUSSIA,military_action,0.1923,0.0303,-0.162
aftermath_aug,ISRAEL,diplomacy,0.4828,0.3214,-0.1614
climax_w2,NETANYAHU,nuclear_program,0.1614,0.0,-0.1614
aftermath_jun-jul,UKRAINE,military_action,0.1738,0.0138,-0.16
aftermath_jun-jul,DEMOCRATS,military_action,0.1595,0.0,-0.1595
climax_w1,NETANYAHU,deterrence,0.17,0.0118,-0.1582
buildup_jun1,KHAMENEI,diplomacy,0.1772,0.02,-0.1572
aftermath_aug,IAEA,diplomacy,0.2276,0.0714,-0.1562
buildup_mar,HAMAS,diplomacy,0.1538,0.0,-0.1538
buildup_mar,TRUMP,strike_claims,0.1538,0.0,-0.1538
aftermath_aug,HOUTHIS,military_action,0.1655,0.0119,-0.1536
buildup_apr,HAMAS,diplomacy,0.153,0.0,-0.153
aftermath_jun-jul,USA,deterrence,0.4229,0.2719,-0.151
aftermath_jun-jul,US_CONGRESS,military_action,0.1505,0.0,-0.1505
aftermath_jun-jul,HAMAS,diplomacy,0.1487,0.0,-0.1487
aftermath_jun-jul,HAMAS,military_action,0.1487,0.0,-0.1487
buildup_apr,UKRAINE,military_action,0.1475,0.0,-0.1475
climax_w2,HEGSETH,military_action,0.1474,0.0,-0.1474
aftermath_aug,ISRAEL,nuclear_program,0.8138,0.6667,-0.1471
climax_w1,HAMAS,military_action,0.147,0.0,-0.147
buildup_apr,ISRAEL,deterrence,0.2404,0.0938,-0.1466
aftermath_aug,TRUMP,deterrence,0.1414,0.0,-0.1414
aftermath_jun-jul,ISRAEL,nuclear_program,0.9785,0.8387,-0.1398
buildup_jun1,RUSSIA,strike_claims,0.1392,0.0,-0.1392
buildup_jun1,OBAMA,nuclear_program,0.1392,0.0,-0.1392
climax_w1,REPUBLICANS,military_action,0.1383,0.0,-0.1383
climax_w1,RUBIO,military_action,0.1383,0.0,-0.1383
buildup_may,HAMAS,military_action,0.1377,0.0,-0.1377
buildup_may,NETANYAHU,diplomacy,0.1667,0.0333,-0.1334
buildup_jun1,ISRAEL,deterrence,0.2532,0.12,-0.1332
climax_w2,KHAMENEI,military_action,0.1316,0.0,-0.1316
aftermath_aug,GROSSI,military_action,0.131,0.0,-0.131
aftermath_jun-jul,HEGSETH,nuclear_program,0.129,0.0,-0.129
buildup_may,SAUDI_ARABIA,diplomacy,0.1449,0.0167,-0.1282
climax_w2,HAMAS,military_action,0.1246,0.0,-0.1246
buildup_jun1,WITKOFF,nuclear_program,0.1646,0.04,-0.1246
aftermath_jun-jul,RUSSIA,military_action,0.2204,0.0968,-0.1236
climax_w1,NETANYAHU,diplomacy,0.121,0.0,-0.121
aftermath_aug,HAMAS,military_action,0.1207,0.0,-0.1207
aftermath_aug,IAEA,military_action,0.2966,0.1786,-0.118
buildup_apr,RUSSIA,military_action,0.1639,0.0469,-0.117
buildup_mar,PEZESHKIAN,military_action,0.1154,0.0,-0.1154
buildup_apr,SAUDI_ARABIA,nuclear_program,0.1148,0.0,-0.1148
buildup_jun1,IRAQ,military_action,0.1139,0.0,-0.1139
buildup_jun1,OBAMA,military_action,0.1139,0.0,-0.1139
buildup_jun1,UKRAINE,strike_claims,0.1139,0.0,-0.1139
aftermath_jun-jul,NATO,military_action,0.1183,0.0046,-0.1137
aftermath_aug,USA,diplomacy,1.0655,0.9524,-0.1131
aftermath_jun-jul,IRAN,deterrence,0.6057,0.4931,-0.1126
aftermath_aug,UK,military_action,0.1241,0.0119,-0.1122
climax_w1,KHAMENEI,military_action,0.147,0.0353,-0.1117
buildup_apr,NETANYAHU,diplomacy,0.1585,0.0469,-0.1116
aftermath_jun-jul,KHAMENEI,military_action,0.1398,0.0323,-0.1075
aftermath_jun-jul,REPUBLICANS,military_action,0.1075,0.0,-0.1075
aftermath_aug,UKRAINE,diplomacy,0.1069,0.0,-0.1069
buildup_jun1,RUSSIA,deterrence,0.1266,0.02,-0.1066
aftermath_jun-jul,GAZA,diplomacy,0.1523,0.0461,-0.1062
buildup_apr,RUBIO,diplomacy,0.1038,0.0,-0.1038
aftermath_aug,RUSSIA,military_action,0.1276,0.0238,-0.1038
buildup_apr,HEZBOLLAH,diplomacy,0.1038,0.0,-0.1038
climax_w1,HEZBOLLAH,military_action,0.1037,0.0,-0.1037
buildup_mar,HOUTHIS,nuclear_program,0.1026,0.0,-0.1026
buildup_mar,HOUTHIS,diplomacy,0.1026,0.0,-0.1026
buildup_mar,UKRAINE,deterrence,0.1026,0.0,-0.1026
aftermath_jun-jul,OBAMA,diplomacy,0.1022,0.0,-0.1022
buildup_may,HOUTHIS,diplomacy,0.1014,0.0,-0.1014
buildup_jun1,NETANYAHU,deterrence,0.1013,0.0,-0.1013
buildup_jun1,UK,deterrence,0.1013,0.0,-0.1013
buildup_jun1,UKRAINE,deterrence,0.1013,0.0,-0.1013
buildup_jun1,HEZBOLLAH,military_action,0.1013,0.0,-0.1013
buildup_jun1,HAMAS,military_action,0.1013,0.0,-0.1013
climax_w2,HOUTHIS,military_action,0.1,0.0,-0.1
buildup_may,GAZA,military_action,0.1667,0.0667,-0.1
climax_w2,VANCE,nuclear_program,0.0965,0.0,-0.0965
buildup_may,TRUMP,strike_claims,0.0942,0.0,-0.0942
buildup_jun1,TRUMP,strike_claims,0.1139,0.02,-0.0939
buildup_apr,NETANYAHU,military_action,0.1093,0.0156,-0.0937
aftermath_jun-jul,IRAQ,military_action,0.0968,0.0046,-0.0922
aftermath_aug,YEMEN,military_action,0.1034,0.0119,-0.0915
aftermath_aug,HEGSETH,military_action,0.1034,0.0119,-0.0915
buildup_mar,BIDEN,diplomacy,0.0897,0.0,-0.0897
climax_w2,VANCE,military_action,0.0895,0.0,-0.0895
climax_w1,NETANYAHU,strike_claims,0.0893,0.0,-0.0893
buildup_jun1,PUTIN,nuclear_program,0.0886,0.0,-0.0886
buildup_jun1,HOUTHIS,military_action,0.0886,0.0,-0.0886
buildup_jun1,YEMEN,military_action,0.0886,0.0,-0.0886
buildup_jun1,IAEA,military_action,0.0886,0.0,-0.0886
buildup_mar,OBAMA,diplomacy,0.1795,0.0909,-0.0886
buildup_jun1,GAZA,nuclear_program,0.0886,0.0,-0.0886
aftermath_aug,TRUMP,strike_claims,0.1241,0.0357,-0.0884
buildup_apr,HOUTHIS,diplomacy,0.0874,0.0,-0.0874
buildup_may,REPUBLICANS,nuclear_program,0.087,0.0,-0.087
aftermath_aug,NETANYAHU,military_action,0.0862,0.0,-0.0862
climax_w1,GROSSI,nuclear_program,0.1326,0.0471,-0.0855
buildup_may,RUBIO,nuclear_program,0.1014,0.0167,-0.0847
buildup_apr,CHINA,diplomacy,0.1311,0.0469,-0.0842
climax_w2,YEMEN,military_action,0.0842,0.0,-0.0842
buildup_mar,RUSSIA,deterrence,0.2051,0.1212,-0.0839
aftermath_aug,EU,military_action,0.1552,0.0714,-0.0838
buildup_apr,GAZA,diplomacy,0.1148,0.0312,-0.0836
climax_w2,GROSSI,nuclear_program,0.0825,0.0,-0.0825
climax_w2,NETANYAHU,deterrence,0.0825,0.0,-0.0825
aftermath_jun-jul,HEGSETH,strike_claims,0.0824,0.0,-0.0824
climax_w1,IRAQ,military_action,0.1037,0.0235,-0.0802
aftermath_jun-jul,GAZA,military_action,0.1398,0.0599,-0.0799
buildup_may,QATAR,diplomacy,0.0797,0.0,-0.0797
buildup_may,RUSSIA,military_action,0.0797,0.0,-0.0797
aftermath_aug,FRANCE,military_action,0.0793,0.0,-0.0793
buildup_jun1,RUSSIA,nuclear_program,0.1392,0.06,-0.0792
aftermath_jun-jul,RUBIO,nuclear_program,0.0789,0.0,-0.0789
aftermath_aug,ISRAEL,deterrence,0.1966,0.119,-0.0776
buildup_apr,CHINA,military_action,0.0929,0.0156,-0.0773
buildup_mar,BIDEN,military_action,0.0769,0.0,-0.0769
buildup_mar,YEMEN,nuclear_program,0.0769,0.0,-0.0769
buildup_mar,HOUTHIS,deterrence,0.0769,0.0,-0.0769
buildup_mar,HEGSETH,military_action,0.0769,0.0,-0.0769
buildup_mar,HEZBOLLAH,military_action,0.0769,0.0,-0.0769
buildup_apr,WITKOFF,military_action,0.0765,0.0,-0.0765
climax_w2,GAZA,military_action,0.0947,0.0182,-0.0765
buildup_apr,HEZBOLLAH,military_action,0.0765,0.0,-0.0765
buildup_apr,NETANYAHU,strike_claims,0.0765,0.0,-0.0765
aftermath_aug,GERMANY,military_action,0.1,0.0238,-0.0762
buildup_jun1,WITKOFF,military_action,0.0759,0.0,-0.0759
buildup_jun1,WITKOFF,deterrence,0.0759,0.0,-0.0759
aftermath_aug,UKRAINE,military_action,0.0759,0.0,-0.0759
climax_w1,US_CONGRESS,military_action,0.0749,0.0,-0.0749
climax_w1,DEMOCRATS,military_action,0.0749,0.0,-0.0749
climax_w1,OBAMA,diplomacy,0.0749,0.0,-0.0749
aftermath_aug,USA,deterrence,0.1931,0.119,-0.0741
climax_w2,RUBIO,military_action,0.0737,0.0,-0.0737
buildup_apr,KHAMENEI,nuclear_program,0.1202,0.0469,-0.0733
aftermath_jun-jul,KHAMENEI,nuclear_program,0.0914,0.0184,-0.073
buildup_apr,KHAMENEI,military_action,0.1038,0.0312,-0.0726
buildup_may,REPUBLICANS,diplomacy,0.0725,0.0,-0.0725
buildup_may,HAMAS,diplomacy,0.0725,0.0,-0.0725
buildup_may,UKRAINE,military_action,0.0725,0.0,-0.0725
aftermath_aug,RUBIO,nuclear_program,0.0724,0.0,-0.0724
buildup_mar,ISRAEL,nuclear_program,0.4359,0.3636,-0.0723
climax_w1,HOUTHIS,military_action,0.072,0.0,-0.072
climax_w2,RUSSIA,nuclear_program,0.0719,0.0,-0.0719
climax_w1,KHAMENEI,nuclear_program,0.0836,0.0118,-0.0718
climax_w1,GAZA,military_action,0.0951,0.0235,-0.0716
aftermath_aug,RUSSIA,deterrence,0.1069,0.0357,-0.0712
buildup_apr,OBAMA,military_action,0.071,0.0,-0.071
buildup_apr,PUTIN,diplomacy,0.071,0.0,-0.071
buildup_apr,RUBIO,nuclear_program,0.071,0.0,-0.071
buildup_may,KHAMENEI,nuclear_program,0.087,0.0167,-0.0703
climax_w2,VANCE,strike_claims,0.0702,0.0,-0.0702
climax_w2,SYRIA,military_action,0.0702,0.0,-0.0702
climax_w1,WITKOFF,diplomacy,0.0692,0.0,-0.0692
aftermath_aug,HAMAS,diplomacy,0.069,0.0,-0.069
aftermath_aug,IAEA,nuclear_program,1.2828,1.2143,-0.0685
aftermath_aug,EU,deterrence,0.1517,0.0833,-0.0684
buildup_may,GAZA,diplomacy,0.1014,0.0333,-0.0681
climax_w1,REPUBLICANS,nuclear_program,0.0663,0.0,-0.0663
buildup_apr,TRUMP,strike_claims,0.0656,0.0,-0.0656
buildup_apr,WITKOFF,deterrence,0.0656,0.0,-0.0656
buildup_apr,HEZBOLLAH,nuclear_program,0.0656,0.0,-0.0656
buildup_apr,REPUBLICANS,diplomacy,0.0656,0.0,-0.0656
buildup_apr,BIDEN,military_action,0.0656,0.0,-0.0656
aftermath_aug,SYRIA,military_action,0.0655,0.0,-0.0655
aftermath_aug,CHINA,nuclear_program,0.0655,0.0,-0.0655
buildup_mar,CHINA,diplomacy,0.3077,0.2424,-0.0653
buildup_may,HEZBOLLAH,military_action,0.0652,0.0,-0.0652
buildup_may,NETANYAHU,deterrence,0.0652,0.0,-0.0652
buildup_may,WITKOFF,deterrence,0.0652,0.0,-0.0652
buildup_may,QATAR,nuclear_program,0.0652,0.0,-0.0652
buildup_may,UAE,nuclear_program,0.0652,0.0,-0.0652
aftermath_jun-jul,CHINA,military_action,0.0789,0.0138,-0.0651
buildup_mar,NETANYAHU,nuclear_program,0.0641,0.0,-0.0641
buildup_mar,PUTIN,deterrence,0.0641,0.0,-0.0641
buildup_mar,YEMEN,diplomacy,0.0641,0.0,-0.0641
buildup_jun1,IRAQ,deterrence,0.0633,0.0,-0.0633
buildup_jun1,GROSSI,military_action,0.0633,0.0,-0.0633
buildup_jun1,EU,military_action,0.0633,0.0,-0.0633
buildup_jun1,PUTIN,deterrence,0.0633,0.0,-0.0633
buildup_jun1,CHINA,military_action,0.0633,0.0,-0.0633
buildup_jun1,PUTIN,strike_claims,0.0633,0.0,-0.0633
climax_w2,KHAMENEI,deterrence,0.0632,0.0,-0.0632
aftermath_jun-jul,RUSSIA,diplomacy,0.1093,0.0461,-0.0632
climax_w2,UK,diplomacy,0.0632,0.0,-0.0632
climax_w1,RUSSIA,diplomacy,0.0749,0.0118,-0.0631
aftermath_jun-jul,HEZBOLLAH,military_action,0.0627,0.0,-0.0627
aftermath_aug,GAZA,diplomacy,0.0862,0.0238,-0.0624
aftermath_jun-jul,OBAMA,nuclear_program,0.0609,0.0,-0.0609
climax_w1,UKRAINE,military_action,0.0605,0.0,-0.0605
climax_w1,LEBANON,military_action,0.072,0.0118,-0.0602
buildup_apr,IRAQ,military_action,0.0601,0.0,-0.0601
buildup_apr,HEGSETH,military_action,0.0601,0.0,-0.0601
buildup_apr,LEBANON,military_action,0.0601,0.0,-0.0601
buildup_apr,HOUTHIS,nuclear_program,0.0601,0.0,-0.0601
aftermath_jun-jul,UKRAINE,diplomacy,0.0645,0.0046,-0.0599
climax_w2,HEGSETH,strike_claims,0.0596,0.0,-0.0596
climax_w2,US_SENATE,military_action,0.0596,0.0,-0.0596
climax_w2,FRANCE,diplomacy,0.0596,0.0,-0.0596
buildup_mar,OMAN,diplomacy,0.0897,0.0303,-0.0594
aftermath_jun-jul,OBAMA,military_action,0.0591,0.0,-0.0591
aftermath_aug,IAEA,deterrence,0.0828,0.0238,-0.059
climax_w2,ISRAEL,strike_claims,0.4772,0.4182,-0.059
aftermath_aug,HEGSETH,nuclear_program,0.0586,0.0,-0.0586
buildup_apr,EU,diplomacy,0.1366,0.0781,-0.0585
climax_w2,EU,diplomacy,0.0947,0.0364,-0.0583
buildup_may,GROSSI,diplomacy,0.058,0.0,-0.058
buildup_may,PUTIN,diplomacy,0.058,0.0,-0.058
buildup_may,OBAMA,military_action,0.058,0.0,-0.058
buildup_may,UAE,diplomacy,0.058,0.0,-0.058
buildup_may,GAZA,nuclear_program,0.058,0.0,-0.058
climax_w2,US_CONGRESS,nuclear_program,0.0579,0.0,-0.0579
climax_w2,DEMOCRATS,nuclear_program,0.0579,0.0,-0.0579
climax_w2,HEGSETH,nuclear_program,0.0579,0.0,-0.0579
aftermath_aug,FRANCE,deterrence,0.1172,0.0595,-0.0577
climax_w1,SAUDI_ARABIA,military_action,0.0576,0.0,-0.0576
climax_w1,GAZA,nuclear_program,0.0576,0.0,-0.0576
aftermath_jun-jul,RUBIO,military_action,0.0573,0.0,-0.0573
aftermath_aug,GERMANY,deterrence,0.1276,0.0714,-0.0562
climax_w2,GROSSI,military_action,0.0561,0.0,-0.0561
buildup_jun1,US_CONGRESS,diplomacy,0.0759,0.02,-0.0559
aftermath_jun-jul,KHAMENEI,diplomacy,0.0556,0.0,-0.0556
buildup_apr,SAUDI_ARABIA,diplomacy,0.071,0.0156,-0.0554
buildup_jun1,KHAMENEI,nuclear_program,0.2152,0.16,-0.0552
climax_w1,KHAMENEI,deterrence,0.0548,0.0,-0.0548
buildup_mar,CHINA,deterrence,0.1154,0.0606,-0.0548
climax_w1,GAZA,deterrence,0.0548,0.0,-0.0548
buildup_apr,SAUDI_ARABIA,military_action,0.0546,0.0,-0.0546
buildup_apr,HAMAS,nuclear_program,0.0546,0.0,-0.0546
climax_w2,REPUBLICANS,nuclear_program,0.0544,0.0,-0.0544
